date,site_frame,level,pos,comp,live,dead,flower,sp_live,ht1,cut1,ht2,cut2,ht3,cut3,ht4,cut4,ht5,cut5,ht6,cut6,ht7,cut7,ht8,ht9,ht10,ht11,ht12,ht13,ht14,ht15,ht16,ht17,ht18,ht19,ht20,ht21,ht22,ht23,ht24,ht25,ht26,ht27,ht28,ht29,ht30,ht31,ht32,ht33,ht34,ht35,ht36,ht37,ht38,ht39,ht40,ht41,notes
9/16/2019,fresh_1,4,2,0,14,1,0,0,60,,65.5,,59,,22.5,,77,,24,,88,,74,14,71,78.5,48,22,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,4,3,0,3,0,0,0,30.5,0,37,0,22.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,4,3,0,6,0,,0,46,,44,,31,,48.5,,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing height of 1 stem
7/29/2019,fresh_1,4,3,0,9,1,,0,71,,66,,67,,28,,50,,3,,49.5,,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,4,3,0,14,1,,0,72,,65,,65.5,,34,,7.5,,49,,48,,46,48.5,66,37,39,66,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,4,3,0,22,1,0,0,70.5,,63,,66,,8,,55.5,,48,,31.5,,70,64.5,41.5,60,48.5,62.5,41,41.5,65.5,57,74.5,59,22,8,42,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,4,3,0,24,1,0,0,68.5,,62.5,,63,,55.5,,55,,68,,7,,72.5,64,63,62.5,32,36,48,41.5,68,71,58,10,74,67.5,43,41,11,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,4,4,1,3,0,0,1,5.5,0,5.5,0,6.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,4,4,1,1,0,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,4,4,1,1,0,,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,4,4,1,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,4,4,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,4,4,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,4,5,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,4,5,1,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,4,5,1,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,4,5,1,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,4,5,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,4,5,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,4,6,0,2,0,0,0,10,1,9.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,4,6,0,1,0,,0,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,4,6,0,5,1,,0,56,,32.5,,36.5,,1.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,4,6,0,8,1,,0,54,,65.5,,66,,21,,3,,49,,51,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,4,6,0,14,0,0,0,54,,65,,65.5,,63,,58,,31.5,,74.5,,48.5,66.5,45,47.5,54,57,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,4,6,0,15,1,0,0,64,,65,,32,,62,,47,,57,,74,,12,73.5,66.5,57,64,54,56,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,4,7,0,2,2,0,0,25.5,0,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,4,7,0,3,0,,0,65,,57.5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,4,7,0,8,0,,0,73,,57,,65.6,,35,,34.5,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,4,7,0,10,2,,0,72.5,,75,,71,,64,,10,,49,,12,,45,41,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R bent
9/3/2019,fresh_1,4,7,0,15,1,0,0,68,,74.5,,80.5,,47,,15.5,,60,,38,,45.5,57,41,70,80,34,79,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,4,7,0,16,1,0,0,74,,57.5,,71.5,,83.5,,59.5,,37.5,,69,,44.5,56,41,80,73,80,14,20,77,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,4,8,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,4,8,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_1,4,8,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,4,8,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,4,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,4,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,5,1,1,2,0,0,1,13.5,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,5,1,1,2,0,,0,13,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,5,1,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,5,1,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,5,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,5,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,5,2,1,2,0,0,1,7,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,5,2,1,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,5,2,1,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,5,2,1,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,5,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,5,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,5,3,0,1,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,5,3,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,5,3,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,5,3,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,5,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,5,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,5,4,0,2,0,0,0,9.5,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,5,4,0,2,0,,0,9.5,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,5,4,0,1,1,,0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,5,4,0,1,0,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,5,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,5,4,0,1,0,0,0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,5,5,1,2,1,0,1,33,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,5,5,1,2,1,,1,33,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,5,5,1,2,1,,1,55,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,5,5,1,4,1,,0,6,,44,,60,,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,5,5,1,8,1,0,0,2,,8.5,,74,,59.5,,50,,26,,36,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,5,5,1,7,0,0,0,59.5,,75,,57.5,,66,,45,,39,,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,5,6,0,1,1,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,5,6,0,1,1,,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,5,6,0,1,1,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,5,6,0,1,1,,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,5,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,5,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,5,7,0,1,0,0,0,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,5,7,0,1,0,,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,5,7,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,5,7,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,5,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,5,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,5,8,0,2,0,0,0,8,1,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,5,8,0,2,0,,0,42,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,5,8,0,3,1,,0,54,,41,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_1,5,8,0,4,1,,0,64.5,,35,,17,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,5,8,0,5,1,0,0,39,,56.5,,73,,57,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,5,8,0,8,2,0,0,12.5,,38.5,,11,,32,,84,,36.5,,73.5,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,6,1,0,2,0,0,0,9.5,1,8.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,6,1,0,1,0,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,6,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2019,fresh_1,6,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,6,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,6,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,6,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,6,2,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,6,2,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2019,fresh_1,6,2,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,6,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,6,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,6,3,0,1,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,6,3,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,6,3,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2019,fresh_1,6,3,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,6,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,6,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,6,4,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,6,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing spartina info
7/31/2019,fresh_1,6,4,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2019,fresh_1,6,4,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,6,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,6,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spartina data missing
7/1/2019,fresh_1,6,5,0,2,0,0,0,7,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,6,5,0,1,0,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,6,5,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2019,fresh_1,6,5,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,6,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,6,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,6,6,1,2,0,0,1,4,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,6,6,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing spartina info
7/31/2019,fresh_1,6,6,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2019,fresh_1,6,6,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,6,6,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,6,6,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spartina data missing
7/1/2019,fresh_1,6,7,0,2,0,0,0,17,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,6,7,0,2,0,,0,16,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,6,7,0,1,1,,0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2019,fresh_1,6,7,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,6,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,6,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_1,6,8,1,1,0,0,0,17.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_1,6,8,1,1,0,,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,fresh_1,6,8,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2019,fresh_1,6,8,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_1,6,8,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_1,6,8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spartina data missing
7/1/2019,fresh_2,1,1,1,2,0,0,1,13.5,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 might not be scam
7/16/2019,fresh_2,1,1,1,3,0,,1,25,,16,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_2,1,1,1,4,0,,1,32,,37.5,,14,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weed pulled
8/13/2019,fresh_2,1,1,1,4,1,,1,31,,46.5,,41,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_2,1,1,1,5,1,1,1,31.5,,47,,57,,60,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_2,1,1,1,5,1,0,1,31.5,,46.5,,56.5,,65.5,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_2,1,2,1,2,1,0,1,22,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_2,1,2,1,3,1,1,1,27,,36,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_2,1,2,1,3,1,,1,41,,36,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_2,1,2,1,6,1,,1,41,,36,,38,,34,,12,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_2,1,2,1,6,0,0,1,38,,43,,35,,17,,45.5,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_2,1,2,1,7,0,0,1,40.5,,35.5,,39,,25,,46,,38.5,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_2,1,3,0,3,0,0,0,8,1,20,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_2,1,3,0,4,0,,0,26,,35,,11,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_2,1,3,0,5,1,1,0,46,,34,,44,,14,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_2,1,3,0,8,1,,0,46.5,,45,,46,,2,,56.5,,11.5,,54.5,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_2,1,3,0,10,2,0,0,46,,46.5,,36,,14,,56,,59,,62,,65,67,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_2,1,3,0,12,2,0,0,46.5,,46,,46.5,,58.5,,42,,65.5,,58,,66.5,64,33.5,61,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_2,1,4,0,3,0,0,0,10,1,19.5,0,9.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_2,1,4,0,6,0,,0,43.5,,22,,29,,32,,3,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_2,1,4,0,9,0,,0,45.5,,46,,37.5,,29.5,,28,,5,,4,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_2,1,4,0,10,0,,0,32,,48,,38,,35,,41,,47,,39,,44.5,32.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_2,1,4,0,12,1,0,0,43.5,,47.5,,38.5,,52,,42.5,,31.5,,47,,60,41,43.5,41,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_2,1,4,0,12,1,0,0,44.5,,47,,37.5,,31.5,,55,,62,,47,,60,40.5,52.5,41,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_2,1,5,0,2,0,0,0,5,0,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_2,1,5,0,2,0,,0,24,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_2,1,5,0,3,0,,0,33,,20.5,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_2,1,5,0,5,0,,0,33,,63.5,,41,,12,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_2,1,5,0,10,0,0,0,65.5,,41,,53.5,,54,,54,,76.5,,51.5,,22,60.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_2,1,5,0,15,0,0,0,66,,41,,20,,7.5,,63,,69,,70.5,,77,67,44.5,20,37,65,17,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,fresh_2,1,6,0,3,0,0,0,33,0,9,1,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,fresh_2,1,6,0,5,0,,0,63,,46,,8,,8.5,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,fresh_2,1,6,0,8,0,,0,62.5,,53.5,,52.5,,46,,19,,9,,6,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,fresh_2,1,6,0,10,1,,0,62.5,,54,,72.5,,50,,41,,5,,4,,8,67.5,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2019,fresh_2,1,6,0,15,1,0,0,62,,53.5,,72,,35.5,,71,,10.5,,52,,56.5,60,48,67,15,67.5,50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,fresh_2,1,6,0,18,0,0,0,62,,53.5,,72,,16.5,,59,,67,,6.5,,36,70.5,63,48,67,38,67.5,67,64,52.5,5,,,,,,,,,,,,,,,,,,,,,,,,
